agi,balnce,exempt,wages,agir1,year,taxba
10390,-3599,6600,10420,11,2006,0
15430,-868,3300,15420,16,2006,698
64470,-3238,3300,64330,25,2006,8826
5902,-1497,13200,197,6,2006,0
9182,-1565,6600,798,10,2006,0
7241,-2982,6600,7303,8,2006,0
9756,-393,0,9599,10,2006,463
21070,-5639,13200,18850,21,2006,31
11940,-2817,9900,0,12,2006,0
35550,-1171,6600,31900,23,2006,2046
13350,-2813,13200,0,14,2006,0
87320,-1830,6600,87170,26,2006,10720
9025,-1042,3300,9026,10,2006,59
47420,-1637,9900,38270,24,2006,3771
11520,-753,3300,11570,12,2006,308
7853,-893,3300,6405,8,2006,0
44580,-2474,6600,39630,24,2006,3396
19580,-4194,6600,19610,20,2006,543
170200,-10460,13200,173400,27,2006,19510
55250,-1799,3300,58360,25,2006,8264
22470,-880,3300,22630,21,2006,1726
43860,-714,3300,41290,24,2006,5414
5120,-2171,6600,5193,6,2006,0
216100,-3839,6600,215300,28,2006,37960
75660,-4617,3300,75900,26,2006,10200
20000,-4533,9900,19310,20,2006,0
15870,-5010,6600,15920,16,2006,171
29220,-4248,13200,36190,22,2006,848
20660,-4315,6600,20770,21,2006,653
20770,-135,3300,14750,21,2006,993
104900,-2973,3300,106300,27,2006,16710
25980,-2705,9900,25940,22,2006,853
40880,-4538,3300,40580,24,2006,1689
30900,-3220,3300,32080,23,2006,2986
66360,-1609,3300,65900,25,2006,11040
16580,-6536,9900,16380,17,2006,0
89300,-3204,3300,88520,26,2006,15870
55910,-5783,9900,55890,25,2006,4409
42750,-4192,16500,37870,24,2006,1634
14180,-1539,6600,0,15,2006,0
20860,-6147,9900,20770,21,2006,343
63940,-2415,3300,49740,25,2006,7426
27280,-5678,16500,27280,22,2006,49
12120,-5131,13200,12100,13,2006,0
21520,-5164,9900,21540,21,2006,408
11750,-629,3300,11790,12,2006,206
19690,-5838,9900,19720,20,2006,224
9023,-1569,13200,0,10,2006,0
39340,-2112,9900,31890,23,2006,1889
5861,-2436,9900,5888,6,2006,0
11340,-2868,9900,0,12,2006,0
27430,-1267,3300,27410,22,2006,2469
11080,-3985,13200,34680,12,2006,0
71500,-3587,3300,64310,25,2006,6789
14870,-2489,9900,0,15,2006,0
15880,-6071,16500,11910,16,2006,0
12280,-3979,13200,5724,13,2006,0
10520,-522,3300,10130,11,2006,206
1464,-194,3300,1456,2,2006,0
24080,-5516,9900,24060,21,2006,663
76070,-4929,9900,67770,26,2006,10010
62320,-1971,3300,62400,25,2006,10030
23230,-881,3300,23220,21,2006,1839
18650,-5523,9900,18650,19,2006,0
8080,-1999,6600,1927,9,2006,0
66370,-4192,13200,64850,25,2006,4236
3660,-596,3300,3736,4,2006,0
8764,-1696,6600,1401,9,2006,0
21110,-6635,9900,21180,21,2006,368
66220,-4431,16500,65200,25,2006,4034
31180,-626,3300,31030,23,2006,3031
34980,-4352,6600,34830,23,2006,2061
49280,-370,3300,48360,24,2006,6764
73930,-1847,3300,73510,25,2006,11780
22550,-1963,6600,22510,21,2006,838
16270,-5727,9900,16140,17,2006,0
28000,-830,3300,26730,22,2006,2551
45840,-1459,6600,40880,24,2006,4154
12100,-3799,6600,12090,13,2006,0
7893,-5314,9900,16430,8,2006,0
42630,-853,3300,42730,24,2006,5101
52360,-3887,3300,51780,25,2006,5064
38140,-1318,3300,38020,23,2006,4074
51090,-1543,3300,51130,25,2006,7214
15210,-420,6600,15560,16,2006,0
35950,-1328,3300,35890,23,2006,3751
5065,-269,0,5219,6,2006,0
61200,-2216,3300,61200,25,2006,9739
4036,-359,3300,4034,5,2006,0
26290,-494,3300,26230,22,2006,2296
29750,-883,3300,29660,22,2006,2814
0,-30,3300,0,0,2006,0
7064,-2413,6600,7116,8,2006,0
57140,-2371,9900,41590,25,2006,4784
-2588000,-4626,0,0,0,2006,0
511300,188,0,524000,29,2006,147200
-9901,0,3200,0,0,2006,0
17210,0,6400,1902,18,2006,0
1812,0,3200,0,2,2006,0
47840,4875,3100,33740,24,2006,4744
-197100,0,6400,0,0,2006,0
-2848,0,3200,0,0,2006,0
98670,-5259,9900,97910,26,2006,12310
29700,-2525,9900,29720,22,2006,953
640400,41380,0,0,29,2006,136000
463300,97220,0,124200,28,2006,131300
362600,11400,0,352100,28,2006,81650
1784000,57820,0,0,31,2006,258300
1408000,-51040,0,0,30,2006,346700
891800,-8167,0,834200,29,2006,251200
918400,-68950,0,0,29,2006,153400
4661000,-405300,0,404700,32,2006,1461000
5491000,61140,0,73720,33,2006,1119000
2715000,0,0,373400,32,2006,430400
15800,-2809,16500,0,16,2006,0
-961100,-702,0,0,0,2006,0
-6547,0,6400,0,0,2006,0
41430,1725,12800,21330,24,2006,2064
31580,-3190,3200,0,23,2006,2174
41040,9454,6400,0,24,2006,0
13100,-195,3200,8258,14,2006,191
94970,-674,6400,0,26,2006,10730
167000,17910,6400,61580,27,2006,22590
91290,383,6400,20630,26,2006,7029
9695,-1812,3200,10400,10,2006,7
570500,29300,0,0,29,2006,116300
-9228000,0,0,0,0,2006,0
34800,-2155,3300,34910,23,2006,3579
0,-30,3300,0,0,2006,0
37620,-1519,3300,37640,23,2006,3999
11980,-278,3300,11910,12,2006,353
34230,-1222,3300,34170,23,2006,3489
20160,-939,3300,20110,21,2006,1381
30110,-1119,3300,30100,23,2006,2874
11810,-954,3300,11790,12,2006,338
1748,-198,3300,1761,2,2006,0
21780,-689,3300,21760,21,2006,1621
5482,-452,0,5453,6,2006,34
3709,-724,3300,3689,4,2006,0
14470,-803,3300,14570,15,2006,603
20860,-453,3300,21320,21,2006,1486
12030,-688,3300,12020,13,2006,358
8437,-608,3300,8431,9,2006,0
46200,-1602,3300,46120,24,2006,5989
9940,-1020,3300,9868,10,2006,149
12440,-897,3300,12440,13,2006,398
7305,-866,3300,1784,8,2006,0
40730,-1599,3300,40850,24,2006,4626
29730,-988,3300,29770,22,2006,2814
15870,-308,3300,15890,16,2006,743
2434,-261,0,2458,3,2006,0
50970,-1634,3300,50780,25,2006,7189
85800,-1528,3300,84930,26,2006,15980
15680,-944,3300,15660,16,2006,723
27550,-851,3300,27490,22,2006,2484
9945,-729,3300,10020,10,2006,149
30560,-1051,3300,30500,23,2006,2941
6275,-710,3300,6251,7,2006,0
84640,-3489,6600,84760,26,2006,10050
45100,-1455,3300,44180,24,2006,5726
49760,-2992,6600,49580,24,2006,4176
12910,-4828,9900,12920,13,2006,0
51250,-3845,6600,52680,25,2006,5031
9062,-3177,6600,9083,10,2006,0
40120,-4564,13200,40580,24,2006,1739
12200,-3176,9900,12170,13,2006,0
27630,-1456,6600,27630,22,2006,1484
18900,-6267,16500,18780,19,2006,0
10850,-5262,9900,10840,11,2006,0
18820,-1123,3300,19530,19,2006,1179
29000,-7021,13200,28930,22,2006,828
13630,-6364,9900,13640,14,2006,0
14940,-5454,16500,15050,15,2006,0
18690,-5434,13200,18540,19,2006,0
23400,-6838,9900,23430,21,2006,598
36310,-4875,9900,36340,23,2006,2294
6900,-2820,9900,6893,7,2006,0
24200,-6680,9900,24220,21,2006,678
17210,-5588,9900,17210,18,2006,0
21940,-5758,9900,22080,21,2006,448
6390,-2793,6600,6462,7,2006,0
16280,-6650,9900,16320,17,2006,0
1628,-700,9900,1725,2,2006,0
19210,-5479,13200,19210,20,2006,0
32360,-3843,16500,32410,23,2006,558
39650,-962,9900,39610,23,2006,2789
30100,-3946,13200,30100,23,2006,938
25730,-4131,6600,25700,22,2006,1199
2671,-1317,13200,2674,3,2006,0
5333,-2130,9900,5409,6,2006,0
34890,-2182,9900,34790,23,2006,1468
13520,-1203,3300,13500,14,2006,508
14470,-5322,9900,14510,15,2006,0
10000,-4586,9900,10000,11,2006,0
10170,-5112,6600,10230,11,2006,0
17910,-5014,9900,18010,18,2006,46
14850,-3310,6600,14940,15,2006,71
11490,-4609,9900,11430,12,2006,0
18780,-4622,6600,18730,19,2006,463
68780,-3567,6600,69100,25,2006,9014
23640,-5157,9900,23730,21,2006,618
15080,-5198,9900,15230,16,2006,0
23570,-6326,9900,23570,21,2006,613
16410,-6699,9900,16430,17,2006,0
30820,-3589,6600,30820,23,2006,1964
19350,-4184,6600,19320,20,2006,518
24240,-2308,13200,24350,21,2006,588
37480,-3790,13200,37870,23,2006,1398
3660,-1299,6600,3632,4,2006,0
51010,-3194,13200,50760,25,2006,4004
36990,-1434,13200,36710,23,2006,1348
21840,-3964,6600,21810,21,2006,768
18060,-5269,9900,18080,19,2006,61
8308,-719,6600,8367,9,2006,0
11550,-4705,9900,11580,12,2006,0
3218,-1103,6600,3237,4,2006,0
9393,-3800,9900,9306,10,2006,0
27720,-5721,9900,27680,22,2006,1028
26130,-2809,6600,26190,22,2006,1259
8854,-2795,6600,8876,9,2006,0
23140,-5118,16500,23290,21,2006,0
43730,-3451,9900,43320,24,2006,3404
13760,-4958,9900,13770,14,2006,0
40870,-6883,19800,41370,24,2006,1078
5987,-2450,13200,6055,6,2006,0
20770,-4282,6600,20750,21,2006,663
10480,-4455,9900,10170,11,2006,0
17130,-818,3300,17080,18,2006,924
36920,-5090,3300,37000,23,2006,3374
10220,-3332,6600,10310,11,2006,0
13560,-5905,9900,13570,14,2006,0
24740,-1408,9900,24760,21,2006,453
9916,-4473,9900,9960,10,2006,0
5421,-2181,6600,5450,6,2006,0
30850,-3507,16500,30820,23,2006,678
12190,-3686,6600,11010,13,2006,0
38230,-4302,23100,38220,23,2006,383
23870,-3679,6600,23800,21,2006,973
35880,-978,3300,37450,23,2006,3736
6905,-2930,13200,6982,7,2006,0
26570,-5074,13200,27020,22,2006,308
5124,-1858,6600,5153,6,2006,0
30110,-4729,16500,30260,23,2006,608
22520,-1232,13200,22610,21,2006,0
22530,-5597,9900,22230,21,2006,508
24290,-3156,6600,24390,21,2006,1013
17050,-4189,6600,17110,18,2006,289
6540,-2332,16500,5052,7,2006,0
13010,-1272,6600,13070,14,2006,0
22700,-3692,9900,22630,21,2006,249
29530,-4852,9900,29550,22,2006,1274
14210,-5609,9900,14170,15,2006,0
24880,-3502,9900,24500,21,2006,468
63060,-1174,13200,63420,25,2006,5181
18670,-1092,6600,18670,19,2006,76
10850,-4877,13200,10850,11,2006,0
13670,-4967,9900,13710,14,2006,0
66750,-3696,13200,66560,25,2006,5715
54060,-5657,13200,55210,25,2006,3831
13870,-4457,6600,13890,14,2006,0
11260,-3435,6600,11260,12,2006,0
17440,-5092,9900,17440,18,2006,0
3565,-1256,6600,3560,4,2006,0
45970,-1305,6600,46140,24,2006,5114
24670,-2907,9900,24810,21,2006,448
26610,-850,3300,26230,22,2006,2349
24610,-221,3300,0,21,2006,2049
19330,-3837,6600,9551,20,2006,518
38030,-3955,16500,38010,23,2006,1341
10780,-2899,9900,1518,11,2006,0
8211,-1539,6600,0,9,2006,0
9281,-4102,9900,9306,10,2006,0
8508,-1504,9900,0,9,2006,0
33000,-1455,3300,0,23,2006,2776
21870,-3401,6600,21890,21,2006,773
66650,-2340,6600,66240,25,2006,8814
15270,-4500,9900,11340,16,2006,0
5551,-2006,9900,4450,6,2006,0
24940,-593,3300,24880,21,2006,2094
36500,-5586,9900,34810,23,2006,2324
34890,-1153,3300,34810,23,2006,3586
19990,-5430,16500,17140,20,2006,0
7785,-1056,3300,7902,8,2006,0
42500,-2235,6600,42430,24,2006,3719
62800,-3381,19800,51720,25,2006,4784
48090,-5104,9900,48160,24,2006,3426
-2433,-30,3300,0,0,2006,0
13030,-3301,9900,12980,14,2006,0
14060,-5389,9900,14060,15,2006,0
0,-40,6600,0,0,2006,0
7429,-344,3300,7476,8,2006,0
2683,-1461,9900,2387,3,2006,0
21910,-1648,3300,23640,21,2006,1644
12610,-3753,13200,6157,13,2006,0
7567,-3744,9900,7553,8,2006,0
40110,-1438,3300,40570,24,2006,4036
8406,-3185,6600,8385,9,2006,0
54060,-1165,3300,53070,25,2006,7964
56220,-1507,3300,55870,25,2006,8501
70610,-13240,6600,70920,25,2006,9476
12640,-5290,9900,12330,13,2006,0
53680,-4878,9900,53550,25,2006,4109
9755,-3133,6600,9777,10,2006,0
14070,-4206,6600,14090,15,2006,0
8107,-2007,6600,2960,9,2006,0
5097,-1425,9900,1119,6,2006,0
10620,-227,13200,0,11,2006,0
7688,-3016,6600,7695,8,2006,0
12380,-3237,9900,3552,13,2006,0
20000,-3994,9900,20110,21,2006,256
7994,-2998,9900,7909,8,2006,0
18110,-4648,9900,18090,19,2006,0
11360,-2878,16500,0,12,2006,0
8307,-2127,13200,0,9,2006,0
3683,-1554,9900,3722,4,2006,0
69420,-1285,6600,69300,25,2006,6299
22950,-4628,13200,20010,21,2006,0
7273,-2676,6600,7255,8,2006,0
49320,-6022,6600,49800,24,2006,3381
9527,-2412,9900,0,10,2006,0
65910,-2642,3300,65900,25,2006,9014
26760,-847,3300,26800,22,2006,2371
27060,-3068,6600,26980,22,2006,313
61010,-2243,3300,61090,25,2006,7976
13610,-5109,16500,15140,14,2006,0
43690,-8010,13200,45690,24,2006,2901
9665,-4026,9900,9621,10,2006,0
10200,-2589,9900,0,11,2006,0
9121,-2861,6600,9000,10,2006,0
58430,-6255,9900,58230,25,2006,4686
26580,-5341,13200,18130,22,2006,308
64620,-11290,16500,14480,25,2006,4919
19470,-6876,9900,19500,20,2006,201
3367,-1218,6600,3414,4,2006,0
48590,-2437,3300,48950,24,2006,5751
19550,-1875,3300,19780,20,2006,608
83460,-6159,3300,83340,26,2006,10690
23000,-4113,9900,18040,21,2006,553
40490,-1335,6600,40500,24,2006,2781
43690,-9247,19800,65470,24,2006,1358
7425,-2978,13200,7475,8,2006,0
11860,-1043,3300,11900,12,2006,343
11560,-4635,13200,11210,12,2006,0
11880,-789,3300,11790,12,2006,219
10750,-1188,3300,10720,11,2006,229
24700,-3754,9900,24820,21,2006,723
25800,-4003,9900,25790,22,2006,838
55540,-3494,3300,55230,25,2006,5751
60210,-5494,9900,61500,25,2006,5249
12480,-2865,9900,0,13,2006,0
11370,-4619,9900,11410,12,2006,0
14660,-5097,9900,14680,15,2006,0
21920,-908,3300,21840,21,2006,1644
18650,-4256,9900,18700,19,2006,0
21050,-939,3300,21070,21,2006,1516
352000,-20880,2200,45190,28,2006,83240
8821,-2409,6600,4975,9,2006,0
30130,-4347,9900,21160,23,2006,1259
50970,-557,9900,50790,25,2006,3861
30590,-625,3300,30390,23,2006,2439
64300,-2411,3300,62910,25,2006,5739
6771,-2739,6600,6715,7,2006,0
50440,-7169,9900,50350,25,2006,2676
18900,-3824,6600,19420,19,2006,473
48980,-3069,16500,41700,24,2006,2571
50720,-1607,9900,27870,25,2006,3774
15120,-5682,9900,15140,16,2006,0
48100,-2207,9900,47630,24,2006,3426
7998,-2717,6600,7999,8,2006,0
57510,-2331,9900,26120,25,2006,0
74720,-3692,9900,72660,25,2006,5316
69140,-2761,9900,68540,25,2006,4754
12620,-855,3300,87,13,2006,291
5631,-2124,6600,5673,6,2006,0
32230,-2462,9900,30680,23,2006,1679
38270,-2036,9900,33930,23,2006,1844
39810,-2243,6600,39840,23,2006,2684
21540,-7603,13200,21550,21,2006,0
22780,-5626,9900,17920,21,2006,533
26560,-5516,9900,18570,22,2006,1351
32580,-927,3300,32510,23,2006,3241
1125,-98,3300,1105,2,2006,0
5200,-255,3100,5161,6,2006,0
20080,0,6400,0,21,2006,0
81340,-9257,22400,82750,26,2006,6609
908000,199900,0,275500,29,2006,281000
796200,40620,0,835000,29,2006,239500
61020,-751,6200,55680,25,2006,5623
528000,20850,0,93630,29,2006,54180
208100,3589,1600,87060,28,2006,23390
163500,-13450,12800,176300,27,2006,29110
691000,-15820,0,0,29,2006,202700
1584000,-898400,0,393500,31,2006,525000
180800,249,6400,153200,27,2006,29450
572100,-13720,0,0,29,2006,152700
1555000,3483,0,0,31,2006,377800
814000,61270,0,169600,29,2006,222800
101400,17130,6400,0,27,2006,14150
563200,20080,0,447700,29,2006,145000
2697000,36250,0,218500,32,2006,451100
18130,-8135,3200,54200,19,2006,1124
105800,2698,9600,200800,27,2006,14830
21510,4413,16000,109600,21,2006,0
89610,92,3200,166400,26,2006,17270
356000,50920,0,0,28,2006,102500
1610000,431,0,1813000,31,2006,538600
1238000,-17230,0,204000,30,2006,232100
1805000,-17730,0,0,31,2006,565700
344900,-11770,0,506900,28,2006,90200
1226000,-137500,0,1495000,30,2006,393200
0,0,3200,62230,0,2006,0
-25000,0,9600,70830,0,2006,0
86070,-433,9600,174700,26,2006,9199
103700,816,22400,212300,27,2006,11160
231000,-8865,11520,307500,28,2006,45920
2519,0,3200,82480,3,2006,0
3767,-518,3200,25800,4,2006,0
2032,0,3100,31120,3,2006,0
0,0,3200,22270,0,2006,0
1340000,292900,0,1477000,30,2006,439400
8961,8155,9600,0,9,2006,0
1349000,-57770,0,1569000,30,2006,442800
779100,-14630,0,136200,29,2006,154400
5833000,26830,0,5690000,33,2006,1958000
191600,-1418,6400,243300,27,2006,35870
254300,-681,2688,326300,28,2006,63820
222300,-509,15360,378900,28,2006,43480
234400,-21470,8256,296300,28,2006,47510
1067000,-8000,0,369200,30,2006,156900
-4526,10060,0,0,0,2006,0
539300,11350,0,557500,29,2006,134900
109500,-8739,9600,322900,27,2006,15730
1311000,-41800,0,1074000,30,2006,370700
-344400,-1015,0,363700,0,2006,0
79260,9418,3200,127600,26,2006,13200
0,0,6400,4440,0,2006,0
687300,-67890,0,0,29,2006,191000
50640,0,9600,154400,25,2006,3924
1037000,-173400,0,1173000,30,2006,333600
1181000,-118200,0,1066000,30,2006,347000
46820,2244,16000,150800,24,2006,2394
505000,-7026,0,127900,29,2006,138000
185300,0,16000,306600,27,2006,34320
161000,-12420,12800,193400,27,2006,22380
53350,-2786,3200,170000,25,2006,7906
288800,-33320,5632,304400,28,2006,60390
1564000,-166600,0,1671000,31,2006,515700
117600,-5272,3200,150200,27,2006,21180
8534,-80,12800,77950,9,2006,0
193800,5607,0,268700,27,2006,53100
176900,3140,12800,198100,27,2006,21380
709400,19070,0,673300,29,2006,183900
858800,27470,0,1021000,29,2006,266700
1047000,13360,0,1134000,30,2006,325200
223600,32750,0,0,28,2006,29900
1441000,272700,0,1557000,30,2006,482800
906000,20610,0,558500,29,2006,244700
242300,3778,704,352000,28,2006,65030
253600,-17140,4608,320000,28,2006,57790
871700,43230,0,1108000,29,2006,274400
611500,7591,0,764600,29,2006,183400
398600,107500,0,541000,28,2006,97000
4525000,-126800,0,3496000,32,2006,1473000
97480,-1274,3200,167100,26,2006,18500
300500,-1216,2176,362200,28,2006,70670
436100,-2032,0,375400,28,2006,94240
151200,-1020,3008,203600,27,2006,30410
3084000,-9149,0,0,32,2006,941200
283500,-8270,7680,419100,28,2006,48040
272300,-7329,3584,262900,28,2006,60690
175200,0,2432,253100,27,2006,42030
112900,-18080,12800,324400,27,2006,15850
1099000,-37630,0,1223000,30,2006,341000
252200,-6245,4608,309800,28,2006,45770
196900,-2286,12800,410900,27,2006,37670
118400,-609,9600,274400,27,2006,17510
167800,-4715,6400,288400,27,2006,32080
96770,-10920,6400,412900,26,2006,0
496200,-154,0,547800,28,2006,142400
113400,9684,16000,189100,27,2006,10650
43810,1,12800,173400,24,2006,2417
88680,3958,6400,233500,26,2006,11350
178000,-2584,2368,217200,27,2006,42790
49720,-5116,9600,164200,24,2006,3789
151500,-4371,3008,161400,27,2006,26160
108100,-160,3200,198900,27,2006,22470
329000,-412,0,419500,28,2006,91370
195100,-34,9600,228000,27,2006,31840
54240,-19920,3200,134600,25,2006,8171
296500,0,4608,374500,28,2006,73610
505200,-30,0,580200,29,2006,136200
2050000,-27410,0,2363000,32,2006,642600
-3000,0,3200,67350,0,2006,0
465600,-5094,0,528700,28,2006,128900
106700,-5063,6400,175900,27,2006,15450
1122000,30390,0,1169000,30,2006,364800
89580,268,3200,250200,26,2006,17290
469000,3803,0,510100,28,2006,123700
155400,95,12800,278600,27,2006,26860
162700,-41140,12800,193000,27,2006,28900
251800,-36140,6912,336100,28,2006,54830
222600,-97,6144,212700,28,2006,43820
519900,-16150,0,691400,29,2006,147200
94270,-22,3200,167600,26,2006,18150
-6272,-170,3200,72080,0,2006,0
787000,-104300,0,0,29,2006,212700
444200,-64000,0,641200,28,2006,109800
3102,0,3100,16250,4,2006,0
215000,3826,12800,284800,28,2006,30680
79110,354,9600,158200,26,2006,4406
142700,-5768,6400,109100,27,2006,25090
-571,1248,6400,2912,0,2006,0
315000,7513,3520,374300,28,2006,73320
-553,0,0,36580,0,2006,0
191200,-24440,1984,228800,27,2006,43710
336700,1459,768,430400,28,2006,81630
58380,1761,6400,147500,25,2006,4446
43840,-2787,6400,53860,24,2006,2384
2124000,-250300,0,273600,32,2006,526200
1,0,3200,58310,1,2006,0
2890000,-807800,0,347300,32,2006,923300
-4614,0,3200,81900,0,2006,0
105800,3925,6400,170200,27,2006,15670
271600,-12480,5376,357700,28,2006,49820
198500,-27020,1792,278600,27,2006,49740
156900,-3416,6400,139600,27,2006,14060
117700,-423,6400,141500,27,2006,17920
313700,-39930,3840,348100,28,2006,72610
102200,-1977,9600,200900,27,2006,13670
186300,-7774,6400,204000,27,2006,37300
216900,9020,12800,331200,28,2006,44640
19040,0,9600,95770,20,2006,0
140200,5144,9600,119700,27,2006,23500
628600,10430,0,272700,29,2006,126100
214400,883,12800,311000,28,2006,43490
205300,3007,6400,287800,28,2006,24480
314700,39860,2112,318500,28,2006,75490
2121000,14920,0,0,32,2006,695900
111100,3292,16000,179800,27,2006,12890
85570,1329,3200,25350,26,2006,15230
632800,24870,0,0,29,2006,183800
107400,8296,3200,142500,27,2006,14670
126200,13300,3200,26440,27,2006,27550
228400,571,5888,449000,28,2006,50710
449800,4946,0,632700,28,2006,109100
488500,-453,0,584800,28,2006,149600
265400,-1420,11900,330500,28,2006,60070
357900,3440,0,401300,28,2006,84570
106000,-1864,3200,135000,27,2006,18240
1310000,7067,0,1147000,30,2006,414000
259600,7173,8448,237000,28,2006,59170
66850,-9,6400,207300,25,2006,6841
507100,12630,0,655400,29,2006,146000
314000,2462,0,0,28,2006,84550
146900,8315,12800,88780,27,2006,13420
518400,9232,0,581200,29,2006,134800
274500,5600,8640,331600,28,2006,56850
500000,10790,0,640700,28,2006,159500
252700,25100,6912,419600,28,2006,58410
202900,-61,10500,338800,28,2006,25080
118500,-5789,6400,221900,27,2006,14260
224300,-12890,1152,360800,28,2006,56150
10430000,-110500,0,1347000,34,2006,1777000
502100,12930,0,874600,29,2006,145800
341000,391,448,463500,28,2006,88700
352100,8311,0,525200,28,2006,85880
75550,0,12800,200900,26,2006,6234
1311000,-20170,0,37360,30,2006,394400
27980,-2661,16000,120700,22,2006,0
806000,0,0,0,29,2006,243400
58880,-1029,12800,148600,25,2006,0
0,0,3200,25620,0,2006,0
312500,-3647,3072,461200,28,2006,66520
331900,-31660,512,0,28,2006,77850
25050000,-2136000,0,0,34,2006,7828000
137700,-65,19200,205700,27,2006,16060
563000,-18370,0,726300,29,2006,159800
239600,-65920,10500,307800,28,2006,49280
136000,3495,9600,257500,27,2006,22080
78240,2171,16000,119100,26,2006,7094
222100,-845,0,0,28,2006,37990
351800,-8691,0,465500,28,2006,93420
-6506,0,0,40970,0,2006,0
414700,-10780,0,478100,28,2006,107500
163500,-6955,6400,251300,27,2006,28660
1302000,-42680,0,427,30,2006,332900
347700,-25170,0,473200,28,2006,80210
491700,-25160,0,551600,28,2006,148300
7619000,-367300,0,7114000,33,2006,2532000
42130,-2102,3200,121600,24,2006,3156
25030,-2030,12800,63610,22,2006,144
719700,-3236,0,929700,29,2006,185200
4273000,-127200,0,4518000,32,2006,1413000
-5403,0,0,0,0,2006,0
953500,-4766,0,320900,29,2006,218000
556700,-17750,0,598000,29,2006,144800
226900,-3352,8832,372600,28,2006,48200
11350,-847,6400,16580,12,2006,0
7746,-1449,6400,0,8,2006,0
257000,-19800,320,0,28,2006,62240
-8963,-878,6400,0,0,2006,0
15200,7902,6200,0,16,2006,0
4978000,610100,0,0,32,2006,960100
65140,14070,12800,0,25,2006,5619
13300,1602,6400,0,14,2006,0
11410,-2817,9900,0,12,2006,0
166700,7163,6400,154300,27,2006,31570
196600,-13880,9600,8358,27,2006,32640
87530,22000,6400,6594,26,2006,8109
26650,2670,25600,0,22,2006,0
182800,13470,12800,313100,27,2006,24360
186400,5713,2112,52230,27,2006,44490
724400,28720,0,0,29,2006,223400
2805,211,3200,0,3,2006,0
531500,-27610,0,240400,29,2006,145600
68650,13850,6400,0,25,2006,4554
218900,-512,1178,145100,28,2006,36340
32560,88610,3200,0,23,2006,0
11050000,-14920,0,373000,34,2006,1643000
18770000,-82910,0,0,34,2006,5512000
12160,-5644,6600,70900,13,2006,0
0,-1362,13200,18050,0,2006,0
0,-3000,16500,41640,0,2006,0
0,-2508,16500,32720,0,2006,0
0,-2274,13200,29750,0,2006,0
0,-2922,16500,38290,0,2006,0
0,-3000,13200,58370,0,2006,0
15490,-950,3300,15510,16,2006,703
22020,-817,3300,21800,21,2006,1659
5485,-491,3300,5469,6,2006,0
50690,-1480,3300,50760,25,2006,7114
3225,-413,3300,3238,4,2006,0
27930,-914,3300,29590,22,2006,2544
6368,-764,3300,6348,7,2006,0
7800,-800,3300,7898,8,2006,0
7752,-821,3300,7982,8,2006,0
38580,-1786,3300,39590,23,2006,4141
11880,-1101,3300,11880,12,2006,343
33630,-1087,3300,33590,23,2006,3399
34020,-1063,3300,33920,23,2006,3459
21910,-977,3300,21880,21,2006,1644
5810,-527,0,5705,6,2006,66
17130,-920,3300,17130,18,2006,924
36910,-23,3300,37870,23,2006,3894
11670,-698,3300,11610,12,2006,323
12300,-379,0,12320,13,2006,713
22990,-847,3300,23210,21,2006,1801
43390,-345,6600,43400,24,2006,3216
2213,-198,3300,2212,3,2006,0
8000,-343,3300,7990,9,2006,0
37730,-525,3300,36610,23,2006,4014
25410,-1101,3300,25440,22,2006,2169
16810,-908,3300,16970,17,2006,879
22380,-609,3300,22270,21,2006,1711
29030,-1306,3300,29030,22,2006,2709
43170,-3722,6600,43420,24,2006,3186
1819,-305,3300,1811,2,2006,0
6045,-317,0,6055,7,2006,89
38820,-1377,3300,38740,23,2006,4179
24130,-2247,6600,24500,21,2006,998
3212,-1151,6600,3227,4,2006,0
11810,-3997,6600,11640,12,2006,0
31100,-3056,6600,31060,23,2006,2001
16020,-6131,9900,16080,17,2006,0
4721,-1607,6600,4713,5,2006,0
17700,-5583,9900,17740,18,2006,24
15130,-4321,9900,14630,16,2006,0
19460,-1678,6600,19470,20,2006,533
22080,-4944,13200,21980,21,2006,134
23450,-6076,16500,23490,21,2006,0
17230,-5605,9900,17400,18,2006,0
15700,-1444,6600,16220,16,2006,154
4261,-1894,6600,4268,5,2006,0
22560,-5902,13200,22660,21,2006,181
20200,-5592,9900,19940,21,2006,276
12260,-3551,6600,12320,13,2006,0
14810,-6586,9900,14860,15,2006,0
44970,-3012,6600,45060,24,2006,4086
45480,-5459,13200,45830,24,2006,3171
20120,-4752,6600,20170,21,2006,598
19620,-5960,9900,19370,20,2006,216
17040,-5458,13200,17080,18,2006,0
26770,-726,3300,24260,22,2006,2184
15170,-8161,9900,15170,16,2006,0
22760,-1816,6600,22660,21,2006,863
24090,-3618,9900,23990,21,2006,663
19690,-6514,9900,19940,20,2006,224
21220,-3815,6600,21570,21,2006,708
43530,-4494,13200,43210,24,2006,2879
11980,-5850,9900,11940,12,2006,0
38000,-2883,13200,37990,23,2006,1448
12630,-4126,6600,12850,13,2006,0
23010,-6497,13200,22970,21,2006,0
22540,-5718,9900,22550,21,2006,508
24220,-5265,13200,23150,21,2006,71
36780,-2918,9900,36730,23,2006,1731
25000,-4036,9900,24980,22,2006,758
3660,-1688,6600,3421,4,2006,0
22140,-2551,6600,22140,21,2006,798
18350,-3534,6600,18400,19,2006,418
